2016-08-23;00:20:00;0;30
2016-08-23;00:25:00;26;30
2016-08-23;00:30:00;28;29
2016-08-23;00:35:00;29;29
2016-08-23;00:40:00;29;28
2016-08-23;00:45:00;29;28

2016-08-23;00:55:00;0;29
2016-08-23;01:00:00;28;27

2016-08-23;01:10:00;0;27
2016-08-23;01:15:00;28;26
2016-08-23;01:20:00;28;25
2016-08-23;01:25:00;29;25

2016-08-23;01:35:00;29;25
2016-08-23;01:40:00;30;25
2016-08-23;01:45:00;29;25
2016-08-23;01:50:00;29;25
2016-08-23;01:55:00;0;25
2016-08-23;02:00:00;28;24

2016-08-23;02:10:00;29;25
2016-08-23;02:15:00;28;25
2016-08-23;02:20:00;29;24
2016-08-23;02:25:00;29;24
2016-08-23;02:30:00;29;24
2016-08-23;02:35:00;29;24
2016-08-23;02:40:00;30;25
2016-08-23;02:45:00;30;24
2016-08-23;02:50:00;29;24
2016-08-23;02:55:00;20;24
2016-08-23;03:00:00;29;24
2016-08-23;03:05:00;30;25
2016-08-23;03:10:00;33;24
2016-08-23;03:15:00;29;24
2016-08-23;03:20:00;29;24

2016-08-23;03:30:00;33;25
2016-08-23;03:35:00;30;24
2016-08-23;03:40:00;29;24
2016-08-23;03:45:00;29;24
2016-08-23;03:55:00;29;24
2016-08-23;04:00:00;30;24
2016-08-23;04:05:00;29;24
2016-08-23;04:10:00;29;24

2016-08-23;04:20:00;30;24
2016-08-23;04:25:00;29;24
2016-08-23;04:30:00;29;24
2016-08-23;04:35:00;39;25
2016-08-23;04:40:00;39;0
2016-08-23;04:45:00;32;24
2016-08-23;04:50:00;29;24
2016-08-23;04:55:00;29;24
2016-08-23;05:00:00;29;24

2016-08-23;05:10:00;32;24
2016-08-23;05:15:00;29;24
2016-08-23;05:20:00;29;24
2016-08-23;05:25:00;30;24
2016-08-23;05:30:00;30;0
2016-08-23;05:35:00;35;24
2016-08-23;05:40:00;29;24
2016-08-23;05:45:00;29;24
2016-08-23;05:50:00;31;24
2016-08-23;05:55:00;36;24
2016-08-23;06:00:00;33;24
2016-08-23;06:05:00;29;24
2016-08-23;06:10:00;29;24
2016-08-23;06:15:00;32;25
2016-08-23;06:20:00;38;24
2016-08-23;06:25:00;30;24
2016-08-23;06:30:00;29;24
2016-08-23;06:35:00;29;24
2016-08-23;06:40:00;32;25
2016-08-23;06:45:00;30;25

2016-08-23;06:55:00;30;25
2016-08-23;07:00:00;30;26
2016-08-23;07:05:00;30;26
2016-08-23;07:10:00;30;26
2016-08-23;07:15:00;30;26
2016-08-23;07:20:00;30;26
2016-08-23;07:25:00;29;26
2016-08-23;07:30:00;29;26
2016-08-23;07:35:00;28;26
2016-08-23;07:40:00;30;26

2016-08-23;07:50:00;31;27
2016-08-23;07:55:00;30;27
2016-08-23;08:00:00;29;27
2016-08-23;08:05:00;29;27
2016-08-23;08:10:00;29;27
2016-08-23;08:15:00;29;27
2016-08-23;08:20:00;30;27
2016-08-23;08:25:00;30;27
2016-08-23;08:30:00;31;27
2016-08-23;08:35:00;31;27

2016-08-23;08:45:00;32;27
2016-08-23;08:50:00;31;27
2016-08-23;08:55:00;31;27
2016-08-23;09:00:00;31;27
2016-08-23;09:05:00;31;27
2016-08-23;09:10:00;31;27
2016-08-23;09:15:00;31;28
2016-08-23;09:20:00;31;28
2016-08-23;13:33:00;0;33
2016-08-23;13:34:00;0;33
2016-08-23;13:35:00;32;32
2016-08-23;13:36:00;35;32
2016-08-23;13:37:00;37;32
2016-08-23;13:38:00;37;32
2016-08-23;13:39:00;38;32
2016-08-23;13:40:00;38;32
2016-08-23;13:41:00;38;32
2016-08-23;13:42:00;37;32
2016-08-23;13:43:01;37;32
