2016-08-23;23:45:00;0;36
2016-08-23;23:50:00;29;38
2016-08-23;23:55:00;28;42
2016-08-24;00:00:00;31;41
2016-08-24;00:05:00;30;41
2016-08-24;00:10:00;31;41
2016-08-24;00:15:00;37;40
2016-08-24;00:20:01;28;39
2016-08-24;00:25:00;28;39
2016-08-24;00:30:00;28;39
2016-08-24;00:35:00;28;39
2016-08-24;00:40:00;28;38
2016-08-24;00:45:00;28;38
2016-08-24;00:50:01;29;39
2016-08-24;00:55:00;29;39
2016-08-24;01:00:00;29;39
2016-08-24;01:05:00;29;38
2016-08-24;01:10:00;29;38
2016-08-24;01:15:00;28;38
2016-08-24;01:20:01;28;37
2016-08-24;01:25:00;29;38
2016-08-24;01:30:00;29;38
2016-08-24;01:35:00;29;39
2016-08-24;01:40:00;29;39
2016-08-24;01:45:00;29;38
2016-08-24;01:50:01;29;38
2016-08-24;01:55:00;29;37
2016-08-24;02:00:00;29;37
2016-08-24;02:05:00;29;37
2016-08-24;02:10:00;29;38
2016-08-24;02:15:00;31;38
2016-08-24;02:20:01;29;38
2016-08-24;02:25:00;29;38
2016-08-24;02:30:00;29;39
2016-08-24;02:35:00;28;39
2016-08-24;02:40:00;29;39
2016-08-24;02:45:00;30;39
2016-08-24;02:50:01;30;39
2016-08-24;02:55:00;29;38
2016-08-24;03:00:00;29;37
2016-08-24;03:05:00;29;37
2016-08-24;03:10:00;29;37
2016-08-24;03:15:00;31;38
2016-08-24;03:20:01;30;38
2016-08-24;03:25:00;29;37
2016-08-24;03:30:00;29;37
2016-08-24;03:35:00;29;37
2016-08-24;03:40:00;29;38
2016-08-24;03:45:00;32;39
2016-08-24;03:50:00;29;38
2016-08-24;03:55:00;29;38
2016-08-24;04:00:00;29;39
2016-08-24;04:05:00;29;40
2016-08-24;04:10:00;33;41
2016-08-24;04:15:00;29;40
2016-08-24;04:20:00;29;41
2016-08-24;04:25:00;29;42
2016-08-24;04:30:00;25;42
2016-08-24;04:35:00;30;43
2016-08-24;04:40:00;33;40
2016-08-24;04:45:00;29;40
2016-08-24;04:50:00;29;40
2016-08-24;04:55:00;29;44
2016-08-24;05:00:00;30;45
2016-08-24;05:05:00;36;43
2016-08-24;05:10:00;29;43
2016-08-24;05:15:00;29;40
2016-08-24;05:20:00;29;40
2016-08-24;05:25:00;32;39
2016-08-24;05:30:00;34;38
2016-08-24;05:35:00;29;38
2016-08-24;05:40:00;29;38
2016-08-24;05:50:00;29;38
2016-08-24;05:55:00;39;38
2016-08-24;06:00:00;30;37
2016-08-24;06:05:00;29;37
2016-08-24;06:10:00;29;38
2016-08-24;06:15:01;34;38
2016-08-24;06:20:00;40;38
2016-08-24;06:25:00;31;37
2016-08-24;06:30:00;29;37
2016-08-24;06:35:00;29;37
2016-08-24;06:40:00;32;38
2016-08-24;06:45:01;39;37
2016-08-24;06:50:00;32;37
2016-08-24;06:55:00;31;37
2016-08-24;07:00:00;30;37
2016-08-24;07:05:00;29;38
2016-08-24;07:10:00;29;38
2016-08-24;07:15:01;29;37
2016-08-24;07:20:00;29;38
2016-08-24;07:25:00;29;37
2016-08-24;07:30:00;29;37
2016-08-24;07:35:00;29;38
2016-08-24;07:40:00;29;37
2016-08-24;21:50:00;0;30
